,university,career,full_name,gender,postal_code,location,email,birth_date
892,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,michael hansen,m,,alegre,vperkins@hotmail.com,1960-07-23
893,universidad nacional de jujuy,licenciatura en psicología,william farmer,m,,aleloy,tammy95@hotmail.com,1999-06-11
894,universidad nacional de jujuy,licenciatura en ciencias de la computación,derrick castro,m,,general conesa,cfigueroa@gmail.com,1909-01-25
895,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,michael moran,m,,ingeniero de madrid,pgreene@yahoo.com,1959-03-23
896,universidad nacional de jujuy,licenciatura en psicología,barbara johnson phd,f,,altamirano,riddledeborah@gmail.com,1929-02-20
897,universidad nacional de jujuy,ingeniería electrónica,shawn thompson,m,,gente grande,mcdonaldjames@gmail.com,1981-12-12
898,universidad nacional de jujuy,ingeniería en informática,monique garner,f,,amberes,mkim@yahoo.com,1924-09-24
899,universidad nacional de jujuy,medicina,shawn carroll dds,m,,barrio emir ramon juarez,dspencer@yahoo.com,1981-04-18
900,universidad nacional de jujuy,licenciatura en ciencia política ,laura higgins,f,,las hermanas,baldwinalexis@yahoo.com,1915-01-31
901,universidad nacional de jujuy,licenciatura en producción de bioimagenes,melissa king,f,,domselaar,emiller@yahoo.com,1906-01-15
902,universidad nacional de jujuy,medicina,jenny ellis,f,,lomas del mirador,hutchinsonkimberly@hotmail.com,1991-01-09
903,universidad nacional de jujuy,agronomía,deborah evans,f,,costa brava,khoward@hotmail.com,1990-03-09
904,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,angela scott,f,,abipones,sadams@yahoo.com,1943-05-10
905,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,bryan mann,m,,fortin chaco,dmurray@gmail.com,1906-07-28
906,universidad nacional de jujuy,licenciatura en psicología,joseph rivera,m,,caleufu,kevinrose@hotmail.com,1906-12-12
907,universidad nacional de jujuy,bioquímica,thomas beard,m,,la sara,reginald38@gmail.com,1978-06-28
908,universidad nacional de jujuy,licenciatura en ciencias geológicas,chelsea davis,f,,colonia nueva montevideo,doylesteve@yahoo.com,1960-03-04
909,universidad nacional de jujuy,agronomía,stacey daugherty,f,,chivilcoy,stephenmendoza@yahoo.com,2004-04-14
910,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,carlos price,m,,canning,madison38@yahoo.com,1945-12-05
911,universidad nacional de jujuy,licenciatura en administración ,katelyn rogers,f,,agua de diaz,owhite@yahoo.com,1937-02-26
912,universidad nacional de jujuy,licenciatura en psicología,renee mejia,f,,arroyo isabel,pjimenez@gmail.com,1940-02-17
913,universidad nacional de jujuy,ciencias veterinarias,casey lucas,m,,colonia el potrero,moralesjohn@hotmail.com,1941-11-22
914,_universidad_de_palermo,licenciatura_en_musicoterapia,christopher_evans,m,4648,,flee@yahoo.com,1971-12-06
915,universidad nacional de jujuy,diseño de imagen y sonido,heather willis,f,,america unida,pramirez@hotmail.com,1916-07-15
916,universidad nacional de jujuy,licenciatura en producción de bioimagenes,theresa garrett,f,,jose clemente paz,hansonchristina@gmail.com,1995-06-13
917,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,debra_anderson,f,8107,,lhartman@gmail.com,1938-12-24
918,universidad nacional de jujuy,licenciatura en ciencias ambientales,michelle shaw,f,,agua de torre,westrada@hotmail.com,1992-10-01
919,universidad nacional de jujuy,licenciatura en ciencias de la computación,angela williams,f,,juan vela,christophergibson@hotmail.com,1925-09-14
920,universidad nacional de jujuy,licenciatura en ciencias de la educación ,beth caldwell,f,,base aeronaval punta indio,fmoore@hotmail.com,1954-01-14
921,universidad nacional de jujuy,diseño de imagen y sonido,peter brooks,m,,alto verde,charles85@hotmail.com,1908-07-03
922,universidad nacional de jujuy,actuario ,manuel clark,m,,estacion yerua,leonard75@yahoo.com,1917-01-09
923,universidad nacional de jujuy,técnico para bioterios ,ariel mack,f,,calera argentina,kelly23@hotmail.com,1994-09-12
924,universidad nacional de jujuy,arquitectura,denise gray,f,,colonia hansen,juliestone@yahoo.com,1956-01-23
925,_universidad_de_palermo,diseño_industrial,derrick_harding,m,8336,,cassandra69@hotmail.com,1933-02-05
926,_universidad_de_palermo,técnico_para_bioterios_,michelle_mercer,f,4506,,brownanna@gmail.com,1918-08-28
927,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,jessica johnson,f,,alejandra,monicasmith@yahoo.com,1941-03-21
928,universidad nacional de jujuy,farmacia,george pacheco,m,,adrogue,franklin37@yahoo.com,1912-10-11
929,universidad nacional de jujuy,ingeniería electrónica,catherine blair,f,,campo andino,fwhite@gmail.com,1966-12-08
930,universidad nacional de jujuy,contador público ,james guerrero,m,,colonia bella vista,jordanamy@hotmail.com,1942-09-01
931,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,sean owens,m,,aguaditas,harmonkristy@yahoo.com,1928-12-16
932,universidad nacional de jujuy,técnico para bioterios ,alexander thompson,m,,estacion general arenales,murphymark@yahoo.com,1911-09-14
933,_universidad_de_palermo,licenciatura_en_sociología_,rachael_hunter,f,7511,,krausekenneth@hotmail.com,1980-12-10
934,universidad nacional de jujuy,actuario ,tristan curtis,m,,colonia celina,davisjoseph@yahoo.com,1999-03-07
935,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,timothy rodriguez,m,,alizal,santiagojessica@hotmail.com,1976-07-28
936,universidad nacional de jujuy,ingeniería mecánica,gary reese,m,,capayan,nguyensara@yahoo.com,1973-11-30
937,_universidad_de_palermo,agronomía,sandra_olson,f,5343,,jonesamy@yahoo.com,1962-02-22
938,universidad nacional de jujuy,licenciatura en ciencias de la computación,jason mcconnell,m,,campo cicare,jacksonpamela@gmail.com,1945-04-26
939,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,adam_rivera,m,6603,,allison06@hotmail.com,1984-05-10
940,universidad nacional de jujuy,licenciatura en psicología,teresa schroeder,f,,caminera,jameshunter@gmail.com,1916-04-16
941,universidad nacional de jujuy,agronomía,eric king,m,,estacion la rinconada,schroedervanessa@yahoo.com,1925-06-08
942,_universidad_de_palermo,licenciatura_en_artes,stacy_perry,f,8124,,autumnhampton@yahoo.com,1960-10-20
943,universidad nacional de jujuy,diseño industrial,mary pope,f,,el sombrerito,jjuarez@gmail.com,1993-04-12
944,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,brett_anderson,m,2740,,bryantshaun@gmail.com,1962-05-04
945,_universidad_de_palermo,farmacia,peter_yoder,m,5713,,barmstrong@gmail.com,1982-06-11
946,_universidad_de_palermo,licenciatura_en_musicoterapia,maria_west,f,6237,,allencarly@yahoo.com,1963-06-24
947,universidad nacional de jujuy,diseño industrial,theresa williams,f,,baños de la laja,wcruz@yahoo.com,1966-10-01
948,universidad nacional de jujuy,arquitectura,james larsen,m,,arbol verde,hsmith@hotmail.com,1915-01-31
949,universidad nacional de jujuy,licenciatura en terapia ocupacional,mary martinez,f,,cañadon caliente,vbaird@hotmail.com,1920-04-26
950,universidad nacional de jujuy,técnico para bioterios ,lori price,f,,comandante granville,rebecca20@yahoo.com,1932-09-29
951,universidad nacional de jujuy,bioquímica,anthony ruiz,m,,la chirlandia,kellysamuel@gmail.com,2004-12-07
952,universidad nacional de jujuy,arquitectura,michele hayes,f,,arroyo castillo,morgan63@gmail.com,1952-01-04
953,universidad nacional de jujuy,licenciatura en ciencia política ,megan parker,f,,campo garay,joseph11@hotmail.com,1913-04-26
954,universidad nacional de jujuy,licenciatura en sociología ,rachel marquez,f,,agrelo,april84@yahoo.com,1945-06-20
955,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,scott_dennis,m,2535,,ehoward@hotmail.com,1922-01-11
956,universidad nacional de jujuy,medicina,angela gray,f,,cerro de la gloria canal 15,herringwayne@hotmail.com,1992-04-19
957,universidad nacional de jujuy,licenciatura en ciencias biológicas,larry johnson,m,,el chumbeau,sthompson@gmail.com,1928-05-26
958,universidad nacional de jujuy,licenciatura en ciencia política ,michael gross,m,,la isabel,dyermichael@yahoo.com,1995-04-09
959,universidad nacional de jujuy,medicina,corey cooper,m,,aaron castellanos,rebecca57@gmail.com,1999-01-30
960,universidad nacional de jujuy,licenciatura en psicología,corey nichols,m,,agua colorada,pross@gmail.com,1908-06-06
961,_universidad_de_palermo,licenciatura_en_administración_,tammy_gomez,f,3085,,rebeccakim@gmail.com,1930-05-18
962,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,renee farrell,f,,agote,jodi38@hotmail.com,1958-05-08
963,universidad nacional de jujuy,licenciatura en sociología ,ernest cantrell,m,,13 de enero,elynch@yahoo.com,1906-04-11
964,universidad nacional de jujuy,licenciatura en ciencias geológicas,paula gamble,f,,abra verde,aobrien@gmail.com,1959-04-16
965,universidad nacional de jujuy,licenciatura en ciencias biológicas,travis mendez,m,,bernasconi,milessandra@yahoo.com,1984-01-29
966,universidad nacional de jujuy,contador público ,john perez,m,,bella vista,morganjoseph@yahoo.com,1946-09-21
967,universidad nacional de jujuy,licenciatura en ciencias biológicas,brandon reid,m,,perez,hortonwilliam@gmail.com,1941-07-26
968,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,mary miller,f,,la florencia,tylerscott@gmail.com,1964-12-21
969,_universidad_de_palermo,medicina,kelly_zimmerman,f,4643,,qpierce@yahoo.com,1917-02-25
970,_universidad_de_palermo,ingeniería_electrónica,kevin_wells,m,3311,,victoria47@yahoo.com,1987-12-06
971,universidad nacional de jujuy,licenciatura en ciencias de la educación ,brandon webb,m,,alfalad,rachel61@yahoo.com,1996-10-28
972,universidad nacional de jujuy,agronomía,teresa jackson,f,,fortin irene,juan72@hotmail.com,1977-01-13
973,universidad nacional de jujuy,licenciatura en ciencias de la educación ,james perez,m,,balneario oceano,amyjackson@gmail.com,1914-07-25
974,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,stephanie jones,f,,hale,gonzalezbrandon@yahoo.com,1953-08-10
975,universidad nacional de jujuy,actuario ,jessica wong,f,,antonio tomas sud,kaitlinjones@hotmail.com,1950-01-06
976,universidad nacional de jujuy,bioquímica,david brown,m,,colonia el potrero,rjohnson@gmail.com,1997-03-29
977,universidad nacional de jujuy,licenciatura en artes,laura walker,f,,balneario chapalco,teresa90@yahoo.com,1920-11-20
978,universidad nacional de jujuy,licenciatura en musicoterapia,amber shelton,f,,casira,adamsdonald@yahoo.com,1986-05-07
979,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,jack nash,m,,aparzo,jnoble@hotmail.com,1908-04-17
980,universidad nacional de jujuy,bioquímica,mark weaver,m,,25 de mayo,kgibson@yahoo.com,1917-12-24
981,universidad nacional de jujuy,licenciatura en terapia ocupacional,laura roy,f,,capitan castro,shannonking@gmail.com,1938-09-06
982,_universidad_de_palermo,bioquímica,andrew_wade,m,5327,,christopherstevenson@gmail.com,1925-12-04
983,universidad nacional de jujuy,contador público ,danielle perez,f,,abo nezu,anthonydawson@gmail.com,1988-08-04
984,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,andrea_davis,f,3362,,denisemcdonald@yahoo.com,1975-10-31
985,universidad nacional de jujuy,medicina,kelly ingram,m,,cañada seca,pam47@gmail.com,1982-08-08
986,universidad nacional de jujuy,ingeniería mecánica,anthony cameron,m,,aldea san gregorio,tannerapril@yahoo.com,1920-04-17
987,universidad nacional de jujuy,licenciatura en ciencias antropológicas,steven spence,m,,aguada guzman,zchapman@gmail.com,1952-08-08
988,universidad nacional de jujuy,agronomía,kelsey sandoval,f,,caseros,ukelly@hotmail.com,1992-11-15
989,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,stephen_goodwin,m,3123,,kristina21@gmail.com,1977-04-06
990,universidad nacional de jujuy,agronomía,kyle bender,m,,azul,janehughes@yahoo.com,1989-08-16
991,universidad nacional de jujuy,licenciatura en sociología ,stephanie morrison,f,,calera la norma,johnwalker@hotmail.com,1922-11-04
992,universidad nacional de jujuy,licenciatura en ciencia política ,daniel keith,m,,faro querandi,johnsontiffany@gmail.com,1953-10-22
993,universidad nacional de jujuy,ingeniería en informática,joshua sharp,m,,abra de pives,natashamiller@hotmail.com,1988-06-07
994,universidad nacional de jujuy,ingeniería electrónica,kristin banks,f,,colpes,campbelldylan@yahoo.com,1960-06-23
995,universidad nacional de jujuy,licenciatura en producción de bioimagenes,brittany gross,f,,cascada los cantaros,wsmith@hotmail.com,1938-05-28
996,universidad nacional de jujuy,licenciatura en ciencias antropológicas,sharon martin,f,,bonpland,parsonsjeffrey@yahoo.com,1950-03-20
997,universidad nacional de jujuy,arquitectura,jimmy taylor,m,,la union,xcollins@gmail.com,2004-12-12
998,universidad nacional de jujuy,licenciatura en psicología,alice nunez,f,,aleloy,cody45@gmail.com,1910-12-16
999,_universidad_de_palermo,actuario_,amanda_montgomery,f,3261,,carlagoodwin@hotmail.com,1926-09-11
1000,universidad nacional de jujuy,licenciatura en psicología,brian clarke,m,,libano,daniel03@yahoo.com,1997-01-30
1001,universidad nacional de jujuy,licenciatura en ciencias ambientales,mary jennings,f,,desvio kilometro 55,foxangela@hotmail.com,1937-09-05
1002,_universidad_de_palermo,bioquímica,kevin_welch,m,2711,,nicole88@gmail.com,1920-04-10
1003,universidad nacional de jujuy,licenciatura en ciencias ambientales,justin gill,m,,la salada,julia27@yahoo.com,1911-07-07
1004,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,rachel_mcfarland,f,4707,,hgregory@hotmail.com,1917-08-05
1005,universidad nacional de jujuy,arquitectura,lindsey garcia,f,,campo gimenez,eduncan@yahoo.com,1913-12-22
1006,universidad nacional de jujuy,arquitectura,joshua fisher,m,,ayui parada,sonyayoung@yahoo.com,1961-02-16
1007,universidad nacional de jujuy,licenciatura en ciencia política ,marc jones,m,,juancho,amy88@yahoo.com,1945-10-24
1008,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,cassandra_rodgers,f,1714,,christinenguyen@hotmail.com,1981-01-09
1009,universidad nacional de jujuy,arquitectura,mike kelley,m,,aparzo,moodyjulie@yahoo.com,1998-07-23
1010,universidad nacional de jujuy,contador público ,jeffrey peterson,m,,colonia santa rosa,davidarnold@hotmail.com,1915-09-19
1011,universidad nacional de jujuy,licenciatura en ciencias ambientales,samuel jones,m,,angaco norte,ejefferson@hotmail.com,1943-11-04
1012,universidad nacional de jujuy,licenciatura en musicoterapia,rodney benson,m,,barrio el tontal,richard74@hotmail.com,1962-04-13
1013,universidad nacional de jujuy,medicina,scott moore,m,,campana,jamescampbell@hotmail.com,1973-06-01
1014,universidad nacional de jujuy,licenciatura en administración ,carl hall,m,,coronel pringles,john22@gmail.com,1939-02-16
1015,universidad nacional de jujuy,contador público ,mr. john schneider,m,,est jauregui va flandria,ajohnson@yahoo.com,1996-06-29
1016,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,annette lee,f,,bauer y sigel,jessica02@hotmail.com,1939-11-04
1017,universidad nacional de jujuy,bioquímica,erin rivas,f,,balneario la caleta,brian96@gmail.com,1928-05-26
1018,universidad nacional de jujuy,agronomía,april morgan,f,,alamos,jon74@gmail.com,1990-12-11
1019,_universidad_de_palermo,bioquímica,michael_tran,m,1903,,alexisburns@gmail.com,1968-08-07
1020,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,john anderson,m,,vicente lopez,ritaroberts@hotmail.com,1986-12-31
1021,universidad nacional de jujuy,ingeniería mecánica,michaela villarreal,f,,cañada,twhite@hotmail.com,1919-07-02
1022,universidad nacional de jujuy,ingeniería electrónica,marilyn murphy,f,,arroyo ceibal,kimberlydavis@yahoo.com,1939-02-21
1023,universidad nacional de jujuy,licenciatura en administración ,sharon spears,f,,barrio villa cordoba,gatesjohn@hotmail.com,1908-10-02
1024,_universidad_de_palermo,diseño_industrial,kathy_torres,f,6300,,ngarcia@hotmail.com,1988-10-16
1025,universidad nacional de jujuy,licenciatura en ciencias geológicas,justin zhang,m,,bellocq,tina56@gmail.com,1916-12-26
1026,universidad nacional de jujuy,arquitectura,christopher fox,m,,cachari,nicole37@hotmail.com,1954-05-10
1027,_universidad_de_palermo,bioquímica,lauren_rivers,f,8109,,piercejoseph@gmail.com,1973-02-11
1028,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,summer holloway,f,,bella union paraje,christian46@hotmail.com,1909-07-05
