,university,career,full_name,gender,date_of_birth,postal_code,location,email
708,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,COREY LINDSEY,M,1964-01-25,4109,null,PAIGETREVINO@YAHOO.COM
709,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,AMANDA JORDAN,F,1939-09-10,3522,null,ROBERT92@GMAIL.COM
710,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,MARY MARSHALL,F,1925-06-19,2124,null,RICHARDSONANDRES@GMAIL.COM
711,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,KYLE_GROSS,M,1981-04-12,null,ARROYO_GRANDE,RANDYLONG@YAHOO.COM
712,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,DENISE HARPER,F,1941-07-06,1871,null,RALPH20@GMAIL.COM
713,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,PARKER HUNTER,M,2005-10-16,1619,null,MICHEALDAVIS@HOTMAIL.COM
714,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,FRANK ROBINSON,M,1942-05-08,5596,null,PMANNING@YAHOO.COM
715,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,WILLIAM JOHNSON,M,2001-07-12,3117,null,SMITHCODY@YAHOO.COM
716,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,ERIKA LEE,F,2016-12-31,7635,null,PEGGYJONES@GMAIL.COM
717,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,ROBERTO_BLACK,M,1933-02-18,null,ATALAYA,DJACKSON@HOTMAIL.COM
718,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,MICHELLE_HOLMES,F,1972-05-31,null,PRIMERA_JUNTA,GONZALEZVANESSA@YAHOO.COM
719,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,CARLOS JOHNSON,M,1975-02-13,6614,null,OWENGEORGE@YAHOO.COM
720,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,ALBERT BOOKER,M,1967-01-29,5407,null,KCAREY@HOTMAIL.COM
721,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,TIMOTHY LEWIS,M,1966-08-25,5475,null,SANDERSDEBORAH@YAHOO.COM
722,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,SARA_AYALA,F,1907-03-17,null,CASBAS,LANDERSON@HOTMAIL.COM
723,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,BRENDA_MCGRATH,F,1915-01-26,null,LOS_MOLINOS,OMOYER@YAHOO.COM
724,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,BENJAMIN_STUART_MD,M,1957-04-16,null,BETBEDER,KATHLEENSANDERS@YAHOO.COM
725,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,KATHERINE_BOND,F,1938-06-18,null,AGOTE,IANDRADE@GMAIL.COM
726,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,DAWN MARTINEZ,F,1946-02-01,8183,null,SUMMERSALEXANDER@YAHOO.COM
727,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,DESTINY GARCIA,F,1994-11-27,5460,null,BRANDTDAVID@YAHOO.COM
728,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,RICHARD FOSTER,M,1994-08-22,7223,null,MICHAELBUCHANAN@YAHOO.COM
729,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,JAMIE PORTER,F,1953-11-24,3425,null,BRANDON55@GMAIL.COM
730,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,JUAN HOWARD,M,2003-08-27,8300,null,PTAYLOR@YAHOO.COM
731,UNIV. NACIONAL DEL COMAHUE,FARMACIA,NICHOLE LOPEZ,F,1959-09-17,7621,null,KIMBERLYLYONS@YAHOO.COM
732,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,LISA_MARTINEZ,F,1967-08-25,null,ABRA_EL_CANDADO,ROSE80@HOTMAIL.COM
733,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,NICOLE JOHNSON,F,1958-05-27,8375,null,SPENCER19@HOTMAIL.COM
734,UNIV. NACIONAL DEL COMAHUE,MEDICINA,IAN TAYLOR,M,1976-11-23,3428,null,RICHARD76@GMAIL.COM
735,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,ROBERT GATES,M,1947-05-17,2208,null,SUSANSANDOVAL@YAHOO.COM
736,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,MICHELE_TUCKER,F,1998-12-11,null,BALDES_DE_PACHECO,ADAVIS@YAHOO.COM
737,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,JAMES PARKER,M,1949-07-29,1702,null,JESSICA21@HOTMAIL.COM
738,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,JENNIFER EVANS,F,1998-08-29,6555,null,USCHMIDT@HOTMAIL.COM
739,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,WAYNE HAYDEN,M,1941-07-31,3592,null,FARMERSUSAN@YAHOO.COM
740,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,THOMAS_DAY,M,1948-11-07,null,BAIGORRITA,MAXWILLIAMS@GMAIL.COM
741,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,KELLY NICHOLSON MD,F,1988-07-31,6214,null,DANIEL55@HOTMAIL.COM
742,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,REBECCA WILLIAMS,F,1928-12-01,5383,null,ANTHONYBROWN@YAHOO.COM
743,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,MICHELE RODRIGUEZ,F,1957-04-16,6009,null,ANDRADEJEFF@YAHOO.COM
744,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,SHAWN CAMPBELL,M,1987-11-05,6383,null,BOWMANTAMMY@YAHOO.COM
745,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,JESSICA DANIEL,F,2018-12-05,2723,null,GRANTBRENT@HOTMAIL.COM
746,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,JILLIAN HILL,F,1954-08-13,9401,null,DOUGLASRICE@YAHOO.COM
747,UNIV. NACIONAL DEL COMAHUE,TÉCNICO PARA BIOTERIOS ,BRYAN HALL,M,2002-07-26,7172,null,DANIEL68@YAHOO.COM
748,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,CHRISTINE_WILLIAMS,F,1931-09-23,null,CUCHA_CUCHA,ANGEL92@YAHOO.COM
749,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,AMBER BROWN DDS,F,1998-12-11,3206,null,RACHELMCDONALD@YAHOO.COM
750,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,SAMUEL_WALLACE,M,1914-08-24,null,CAMPO_CASTRO,OFERNANDEZ@YAHOO.COM
751,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,KATHY EVANS,F,1948-02-11,5409,null,CARRIEHERNANDEZ@YAHOO.COM
752,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,JOSEPH BRIGGS,M,1998-03-10,8415,null,HERNANDEZBRIAN@GMAIL.COM
753,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,BRIAN SMITH,M,1921-12-28,4231,null,YHENDERSON@HOTMAIL.COM
754,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,SUSAN_SIMMONS,F,1909-02-02,null,ALDAO,SARAH17@GMAIL.COM
755,UNIV. NACIONAL DEL COMAHUE,MEDICINA,MATTHEW CASTILLO,M,1973-07-28,5417,null,SMITHJOSHUA@HOTMAIL.COM
756,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,MATTHEW GAMBLE,M,1999-02-24,7150,null,ACARROLL@YAHOO.COM
757,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,MATTHEW THOMAS,M,1994-04-05,5325,null,JGLASS@YAHOO.COM
758,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,KEVIN RICHARDSON,M,2014-04-21,9013,null,CHRISTINEJOHNSON@GMAIL.COM
759,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,ANNE MARQUEZ,F,1922-09-16,4743,null,TIFFANY19@GMAIL.COM
760,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,JOSEPH LARSEN,M,1994-11-09,2170,null,MARYMARTINEZ@HOTMAIL.COM
761,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,DAVID FRANK,M,1944-01-23,4168,null,ANTHONY45@GMAIL.COM
762,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,LINDSEY PARSONS,F,1961-02-06,5447,null,ACAMPBELL@GMAIL.COM
763,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,DEVIN WILLIAMS JR.,M,1931-01-12,1832,null,JOSEPH95@GMAIL.COM
764,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,RACHAEL_HARRINGTON,F,1964-10-13,null,ANTONIO_CARBONI,ZCANTRELL@YAHOO.COM
765,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,JARED SCOTT,M,1907-11-13,3358,null,LPALMER@YAHOO.COM
766,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,KEVIN PEREZ,M,1996-09-23,4137,null,RASMUSSENLUIS@YAHOO.COM
767,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,KIMBERLY_DIAZ,F,1906-12-12,null,CAÑADON_CHILENO,DAVID99@GMAIL.COM
768,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,AMBER STEVENSON,F,1908-02-05,6032,null,JEFFMORGAN@HOTMAIL.COM
769,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,PAULA SCOTT,F,1965-11-28,2173,null,NICHOLAS30@GMAIL.COM
770,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,JAMES ANDERSON,M,1995-10-15,5600,null,HRIVERA@YAHOO.COM
771,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,JACOB GARNER,M,2003-11-27,6207,null,WARNERMICHAEL@YAHOO.COM
772,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,TERESA MONTOYA,F,1994-03-05,2183,null,JASONDRAKE@GMAIL.COM
773,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,CHRISTINE_RUBIO,F,1975-06-25,null,ARROYO_HONDO,JASONROBINSON@GMAIL.COM
774,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,JENNIFER BOYD,F,2006-11-01,3185,null,GENTRYJENNIFER@YAHOO.COM
775,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,DUSTIN FREY,M,1920-07-05,3269,null,DANIELLEHARMON@HOTMAIL.COM
776,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,SPENCER CAMPBELL,M,1959-03-02,5596,null,APRIL21@YAHOO.COM
777,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,AARON SIMS,M,1984-04-19,5276,null,MSMITH@GMAIL.COM
778,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,MAURICE RICHARD,M,1915-04-09,7519,null,LWALKER@YAHOO.COM
779,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,ADAM HINES,M,1942-09-19,8370,null,ALVAREZKRISTIN@HOTMAIL.COM
780,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,STEVEN MAY,M,1925-09-04,6437,null,PEREZCHRISTOPHER@YAHOO.COM
781,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,REGINALD SHEPHERD,M,1923-05-02,7107,null,DUDLEYCURTIS@HOTMAIL.COM
782,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,PAMELA MYERS,F,1998-03-17,6471,null,POWELLALEXANDER@YAHOO.COM
783,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,ROY THOMAS,M,1921-08-04,2808,null,LEWISROBIN@YAHOO.COM
784,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,CRYSTAL GRAY,F,1960-11-27,4618,null,JEANETTELEONARD@GMAIL.COM
785,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,HOLLY MCDONALD,F,1948-01-11,6345,null,BRETT37@GMAIL.COM
786,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,JEREMY MORRIS,M,1930-12-25,1603,null,MISTY51@HOTMAIL.COM
787,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,TROY HARRIS,M,1907-02-03,3011,null,BEVERLYCOX@GMAIL.COM
788,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,APRIL_HANSEN,F,1911-08-24,null,COLONIA_ABORIGEN,DEBORAHMILLER@YAHOO.COM
789,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,ASHLEY_ROBINSON,F,1996-11-10,null,BME_BAVIO_GRAL_MANSILLA,GARYBENNETT@YAHOO.COM
790,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,RACHEL RIVERA,F,1947-10-12,6300,null,OBROWN@YAHOO.COM
791,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,CHARLES CARTER,M,1911-06-15,5753,null,DAVID64@YAHOO.COM
792,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,KIMBERLY_GOLDEN,F,1930-06-06,null,ARROYO_MANGANGA,JAMESBRADSHAW@YAHOO.COM
793,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,KATHERINE MITCHELL,F,1962-11-19,3013,null,MICHAELROMERO@GMAIL.COM
794,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,PHILIP WANG,M,1914-03-23,8416,null,LIUKATHRYN@YAHOO.COM
795,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,KRISTINE_DAWSON,F,1961-11-13,null,AERO_CLUB_ROSARIO,DAWN66@YAHOO.COM
796,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,JACQUELINE SNYDER,F,1985-10-05,8400,null,CHARLESORTIZ@YAHOO.COM
797,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,VICKI PHILLIPS,F,2016-11-27,7011,null,ROBERTSLISA@HOTMAIL.COM
798,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,DORIS DAVIS,F,1968-09-18,3532,null,DANIELLEJOHNSON@YAHOO.COM
799,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,DAVID MCGRATH,M,1914-04-06,2183,null,OMORGAN@GMAIL.COM
800,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,ERIKA FLORES,F,1994-09-05,5465,null,ADAMSWILLIAM@GMAIL.COM
801,UNIV. NACIONAL DEL COMAHUE,FARMACIA,JACOB HODGES,M,1936-05-20,9400,null,ROBERT74@GMAIL.COM
802,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,EDWARD MILLER,M,1983-04-28,5773,null,EBAILEY@HOTMAIL.COM
803,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,ROBERT GREGORY,M,2004-09-17,3254,null,RHODESJENNIFER@HOTMAIL.COM
804,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,KELLY SIMPSON,F,2012-11-09,5624,null,YCOFFEY@YAHOO.COM
805,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,TERRY RODRIGUEZ,M,2007-08-15,6007,null,LISAJOHNSTON@YAHOO.COM
806,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,ZACHARY OBRIEN,M,2015-05-15,3366,null,RYANLEE@HOTMAIL.COM
807,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,TIMOTHY ANDERSON,M,2012-05-23,5775,null,ODAVIES@HOTMAIL.COM
808,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,STEVEN GROSS,M,1916-03-14,2318,null,AMY54@HOTMAIL.COM
809,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,MEGAN WRIGHT,F,1970-06-03,8363,null,LINDA63@HOTMAIL.COM
810,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,CAROL NELSON,F,1952-02-05,3332,null,BRANDTJASON@YAHOO.COM
811,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,JONATHAN GONZALEZ,M,1985-06-30,3234,null,STEVEARMSTRONG@GMAIL.COM
812,UNIV. NACIONAL DEL COMAHUE,MEDICINA,LISA THOMPSON,F,2008-07-14,4135,null,FIGUEROAERICA@YAHOO.COM
813,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,JAMIE MARTIN,F,1922-12-25,2216,null,ANNE53@HOTMAIL.COM
814,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,MONICA_CAMPBELL,F,1911-12-31,null,CAMPO_GIMENEZ,IMORRIS@GMAIL.COM
815,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,DAWN JEFFERSON,F,1956-11-23,3551,null,JUAN36@YAHOO.COM
816,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,SUZANNE PHILLIPS,F,1928-01-26,4643,null,TPOWERS@HOTMAIL.COM
817,UNIV. NACIONAL DEL COMAHUE,FARMACIA,DAVID MOORE,M,1919-01-09,8162,null,MELISSALAMBERT@YAHOO.COM
818,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,NATHAN JOHNSON,M,1911-07-10,3722,null,PETERWHITE@HOTMAIL.COM
819,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,TRAVIS BELL,M,1918-02-14,6326,null,DANIEL95@HOTMAIL.COM
820,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,THOMAS RICHARDSON JR.,M,1986-12-04,8133,null,LHUGHES@GMAIL.COM
821,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,NICHOLAS FISHER,M,1931-06-21,5260,null,HARRISROBERT@YAHOO.COM
822,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,SHERRI CARTER,F,1923-01-17,1765,null,FOSTERCHASE@GMAIL.COM
823,UNIV. NACIONAL DEL COMAHUE,TÉCNICO PARA BIOTERIOS ,LORI COOK,F,1947-03-18,5722,null,POPEJASON@YAHOO.COM
824,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,MATTHEW BRIDGES,M,1908-01-11,1984,null,TAYLORPEREZ@HOTMAIL.COM
825,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,KEVIN KING,M,1990-11-02,7509,null,LVEGA@GMAIL.COM
826,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,KIMBERLY BLAIR,F,1940-05-04,2914,null,ROBERTBRAUN@GMAIL.COM
827,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,MICHELLE SIMMONS,F,1926-01-11,1655,null,BRENDAN58@GMAIL.COM
828,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,NICHOLAS FREEMAN,M,2014-10-14,4626,null,AMANDASEXTON@GMAIL.COM
829,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,JESSE FRAZIER,M,1934-01-31,6233,null,MATTHEW83@YAHOO.COM
830,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,ZACHARY_BROWN,M,1961-09-25,null,ALFEREZ_SAN_MARTIN,TRAVISHOUSTON@YAHOO.COM
831,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,DEBRA PRICE,F,1992-11-17,5609,null,WILLIAMHORN@HOTMAIL.COM
832,UNIV. NACIONAL DEL COMAHUE,MEDICINA,DAVID HODGE,M,1914-10-23,3412,null,MARGARETFIGUEROA@HOTMAIL.COM
833,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,SARAH MARTIN,F,1979-10-08,3113,null,YHUGHES@GMAIL.COM
834,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,GINA_STEVENS,F,1974-06-05,null,COLONIA_TACURALES,JASMINE29@HOTMAIL.COM
835,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,ALLISON JONES,F,1973-09-05,7212,null,BETH01@HOTMAIL.COM
836,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,MICHAEL BAXTER,M,1934-04-23,5584,null,GREGORY78@HOTMAIL.COM
837,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,BRITTANY HERNANDEZ,F,1939-07-21,7318,null,JLONG@HOTMAIL.COM
838,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,BRITTNEY_SPARKS,F,1962-02-24,null,AGUA_DE_CASTILLA,ERICABOWERS@GMAIL.COM
839,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,COURTNEY_JONES,F,1955-12-18,null,ARTURO_VATTEONE,MICHELLEFORD@YAHOO.COM
840,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,SARAH JOHNSON,F,1934-06-29,6437,null,DAVIDWILLIAMS@YAHOO.COM
841,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,CHRISTOPHER LEE,M,1910-10-28,8174,null,FARMERJOHNNY@YAHOO.COM
842,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,THEODORE SMITH,M,1934-06-18,9001,null,DUANE94@HOTMAIL.COM
843,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,ROBERT AYALA,M,1918-06-29,6748,null,ASHLEY71@YAHOO.COM
844,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,STEPHANIE BENJAMIN,F,1994-05-21,1744,null,AGOODMAN@YAHOO.COM
845,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,MELISSA ADAMS,F,1988-01-21,5717,null,PREYES@HOTMAIL.COM
846,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,CHAD_FOX,M,1947-06-15,null,ALONGO,JAMESMILLER@YAHOO.COM
847,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,EDWARD BROWN,M,1926-09-17,2732,null,DOMINIC11@HOTMAIL.COM
848,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,RACHEL_MASON,F,1973-02-10,null,CAÑADA_DE_GOMEZ,GARZAPATRICIA@HOTMAIL.COM
849,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,STEPHANIE WATKINS,F,1945-09-06,5427,null,BLAKEMICHAEL@YAHOO.COM
850,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,MELISSA_ROSS,F,1962-02-20,null,10_DE_MAYO,WILLIAM11@GMAIL.COM
851,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,LISA OSBORNE,F,1940-12-23,4655,null,GUERREROBENJAMIN@HOTMAIL.COM
852,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,MRS. NICOLE FARMER MD,F,2002-06-11,5311,null,ASHLEY41@GMAIL.COM
853,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,DALE_LONG,M,1980-06-06,null,20_DE_JUNIO,MATTHEW93@GMAIL.COM
854,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,NICHOLAS FLORES,M,1972-08-08,8500,null,JASON54@YAHOO.COM
855,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,ALEXIS FORD,F,1957-06-20,7400,null,WESTTAMARA@GMAIL.COM
856,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,ABIGAIL MAYS,F,1961-09-12,9225,null,MARIA16@YAHOO.COM
857,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,ELIZABETH MILLER,F,1966-11-05,2181,null,MONICA02@YAHOO.COM
858,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,THOMAS BROWN,M,1993-10-21,1770,null,LSANFORD@GMAIL.COM
